Date,XLK,XLF,SPY,TLT,GLD,HYG,BTC-USD,ETH-USD
2019-01-03,-0.05178548089149959,-0.02273796682262448,-0.0241520802270345,0.011315616977521285,0.00902531942317299,0.0004933982399822517,-0.02742232180619206,-0.03888070499602084
2019-01-04,0.04336572786660376,0.03267995573712663,0.03294673851384706,-0.011642646767309327,-0.008119106827353268,0.01664503733388222,0.005452331614920808,0.03587230828845264
2019-01-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.003251487248933267,0.006812314789194003
2019-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.058447089054905726,0.013450791376217247
2019-01-07,0.00890323689778559,0.0012358724412452093,0.007853926874502405,-0.0029527090314988556,0.0034525160778516237,0.009662848963457472,-0.012684700557385667,-0.03908767956864358
2019-01-08,0.008345498350994301,0.0008232772942777714,0.009351467624565929,-0.002631635126635453,-0.0027117139907279018,0.006469900256637311,0.0013901547706836324,-0.008869749182799697
2019-01-09,0.012862494314776318,0.004923868317500381,0.004662565667810507,-0.001566079706334413,0.006397649700215412,0.0011937501582784072,0.0011030020343775215,0.0029451302693207656
2019-01-10,0.004408202811999938,0.00040940917973543916,0.0035211915964085162,-0.006454417647996689,-0.005904086348646452,0.0039290355973180474,-0.0924592824929815,-0.15907249974701015
2019-01-11,-0.0018867958532226415,0.0024518694295345114,0.0003862165296905625,0.003893998719199549,0.0017256811414607263,-0.003213321929487137,0.002291770109090111,-0.008407308571134387
2019-01-12,0.0,0.0,0.0,0.0,0.0,0.0,-0.0070936849314874395,-0.012479073619950824
2019-01-13,0.0,0.0,0.0,0.0,0.0,0.0,-0.030039431790895278,-0.07471615028126666
2019-01-14,-0.009328963383922903,0.00691493708080286,-0.006119637806716886,-0.0037278417505784284,0.002378067354322114,-0.0032240158171509712,0.04218810159294485,0.09904493373611378
2019-01-15,0.01497851312155831,0.008878126672167285,0.011395669062951674,-0.0036587233145748393,-0.0017215161032263467,0.003343340718956512,-0.020548563372547957,-0.05605585573421466
2019-01-16,0.000938751134865815,0.02107012845448726,0.0024170742378905362,0.0009990768500265572,0.0031947551186356582,0.001547661484073561,0.006679301401546422,0.012333019292702115
2019-01-17,0.006389665008103994,0.005492366442737685,0.007558031902564079,0.0002496133287294361,-0.0013094038577051105,0.0027338565896638666,0.006424485580328479,0.0015759276597410881
2019-01-18,0.015109996199065789,0.01706788071713121,0.01322235302975892,-0.005255792951276574,-0.008966489387798326,0.0028442835118807413,-0.005649816019732142,-0.022322762115070918
2019-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.01915170905873867,0.028583127887191116
2019-01-20,0.0,0.0,0.0,0.0,0.0,0.0,-0.03480896076891465,-0.04135274914475369
2019-01-22,-0.016975961473422903,-0.011605600817963305,-0.013602787618251814,0.006752165894132827,0.0035468368649853345,-0.0066493788414305425,0.000989086652815403,-0.006105907579028115
2019-01-23,0.0034183126120268478,0.001166495319777173,0.0020903754073884916,-0.0004151230530346602,-0.0014007184915951448,0.0020229179914210407,-0.005411671839448025,-0.010964918507288294
2019-01-24,0.008341211901045276,0.0023297650332890648,0.0005312237069676354,0.0065441578353281765,-0.0015678713054947328,0.0010694079053574885,0.004381431105509742,-0.0007641888001316967
2019-01-25,0.0140524892431377,0.008109340464896862,0.008425769057389874,-0.004799947413097586,0.014511460180241248,0.0024913114390485934,-0.00030542026954499585,-0.008424262037951873
2019-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0007482631299659863,0.0009481576082923955
2019-01-27,0.0,0.0,0.0,0.0,0.0,0.0,-0.005147111803203804,-0.02682657976737662
2019-01-28,-0.013437450242459003,-0.003081692257679178,-0.00762923648707851,-0.000996552598851245,0.0034938106026215594,-0.0015412867353554681,-0.0321855631491495,-0.06197857812658318
2019-01-29,-0.010819382417985362,-0.0034781028608549406,-0.0013277562772790663,0.0050531650574253155,0.005580978043920208,-0.0005933435728725799,-0.006456126661071388,-0.009347998978288667
2019-01-30,0.030606814473113864,0.00579021980417086,0.0157068856165953,-0.0007441978842291632,0.005710387238117351,0.007923050229733076,0.010978782970954,0.030857808934199052
2019-01-31,-0.001055585323558903,-0.0015406765389593751,0.008743901036746656,0.008563551603915653,0.00048105804332541224,0.002470531136013838,-0.008176606850343018,-0.017100379501093596
2019-02-01,0.005867214637508912,0.004231477022697583,0.0004815428417902158,-0.006058090787736353,-0.002006018726865743,-0.00048456494315881336,0.00868238253365107,0.005112720654616807
2019-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.009449478125773406,0.025872587091437266
2019-02-03,0.0,0.0,0.0,0.0,0.0,0.0,-0.016334438234447555,-0.026961545810639594
2019-02-04,0.015921445892954248,0.004213814366749522,0.007010864503422415,-0.00447401348793141,-0.0043467903708823,0.002359086293412469,-0.0014038013125416823,0.0030553847795017548
2019-02-05,0.008379558837575013,-0.002679386748413765,0.004183083663165609,0.004556642755922133,0.0025781491687657575,0.003528161731413745,0.0020802425249583987,-0.003512716427027236
2019-02-06,0.0033610106301237294,-0.001150473953490921,-0.0013192452450468942,0.0004957867884587561,-0.006781846869660092,-0.0009392245391051876,-0.015287693750092953,-0.02377393544811335
2019-02-07,-0.013809467371479355,-0.010027119871977056,-0.009578532524775222,0.0065885163972778694,0.0024273450059934865,-0.0034140437024810463,-0.004196583300843028,-0.003666549940251104
2019-02-08,0.005752677152530072,-0.0050514321430505625,0.0012210438709280864,0.004259202835665553,0.003791101346321012,-0.00023541858954957218,0.07569393609415692,0.13184610690924448
2019-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0012056010064354034,0.001366906611769257
2019-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.005157899926351539,0.04402660357252224
2019-02-11,-0.0004411146359051113,0.003111317618076583,0.0005542016825311299,-0.003931163088886428,-0.004923141507008373,0.0004711106347449228,-0.011380348161982145,-0.02851087228670333
2019-02-12,0.013156209499359209,0.014649701350791836,0.012777307156525348,-0.0025468001385764542,0.0021013677593768472,0.004821743429905346,0.0013963105132088508,0.010447396475702446
2019-02-13,0.001305896992064035,0.0026754576367175363,0.0032418781893441663,-0.003791288272327712,-0.003963908091330168,-0.0014085029240168976,-0.0058905436608690425,-0.0001524472754963132
2019-02-14,0.0017389407025440117,-0.012288956756414907,-0.0022208062965900595,0.005681670955272654,0.005577307519395154,0.00011725988503943419,-0.004190873583172263,-0.009538324136759825
2019-02-15,0.007931543432114841,0.021029117400704796,0.010838295551773423,0.001558872957951149,0.005947180522781207,0.003166841320746538,0.0010859628225890826,0.005833360502042836
